,train loss,train acc,val loss,val acc
53,2.4339649538199106,2.4344525588666386,2.433360528945923,2.4339321509495218
54,2.433637637893359,2.434220084667219,2.433247697353363,2.433711440163706
55,2.4334467271963756,2.434035152760296,2.4328667322794595,2.433529714162509
56,2.433189183473587,2.4338872583695017,2.4327086567878724,2.4333874646143427
57,2.4332506616910297,2.433770533518928,2.4324938893318175,2.433273970272498
58,2.4329779595136642,2.4336779546383434,2.432390590508779,2.4331808774903436
59,2.4329187015692395,2.433603430691231,2.4325718760490416,2.433109770764548
60,2.433042817314466,2.433545166989583,2.4327032923698426,2.433045577126257
61,2.432912367582321,2.433497524424227,2.432341818014781,2.4329987018133354
62,2.4329399089018504,2.4334600769875787,2.432265237967173,2.432960701361945
63,2.4327427754799524,2.433430756603267,2.4324373404184976,2.432928517003425
64,2.4328090876340864,2.4334073833514185,2.4321861068407693,2.4329024710945175
65,2.432743387420972,2.433388804275978,2.432416788736979,2.4328821343149385
66,2.4325487742821377,2.4333740323857476,2.4320709625879924,2.432863554957257
67,2.4328001121679943,2.433362292884271,2.432089328765869,2.432850407178145
68,2.432816782593727,2.4333531530369363,2.4323081970214844,2.4328389194925553
69,2.4328238904476165,2.43334628347963,2.432061525185903,2.4328302156873938
70,2.4326128512620926,2.43334006301486,2.4322022875150044,2.4328230986391963
71,2.4327566613753637,2.4333354757090246,2.4322132110595702,2.4328167126188602
72,2.432637166976929,2.433331701975793,2.4323582530021666,2.4328117622033822
73,2.432669374346733,2.4333291317420103,2.432066770394643,2.4328079805131537
74,2.4328075597683587,2.433326908120713,2.432260731856028,2.4328038847583136
75,2.432609863082568,2.4333254562064623,2.432143255074819,2.432801341721089
76,2.432714130481084,2.4333239463215754,2.4322490016619365,2.4327982428237087
77,2.4327370822429657,2.4333227182097588,2.432270181179047,2.432796681411291
78,2.4325437714656193,2.4333217769695255,2.43236080010732,2.432794986287767
79,2.4324990143378575,2.433321446825755,2.431846018632253,2.432793402266609
80,2.43260656495889,2.4333208759825546,2.4320871671040853,2.4327918959323953
81,2.432702295978864,2.4333209904303716,2.432141117254893,2.4327903883552047
82,2.43274026910464,2.4333204052529647,2.432163592179616,2.432790081461556
83,2.4327115337053935,2.4333200719281427,2.4320334076881407,2.432789499984865
84,2.4327357053756713,2.433320089855194,2.4320131738980613,2.4327889419107596
85,2.4325463851292928,2.433320147913039,2.4319527824719747,2.4327882706913977
86,2.432687987883886,2.4333197349277635,2.4321453173955283,2.432787888492769
87,2.4328026453653973,2.4333200001346134,2.432201397418976,2.4327871799314162
88,2.4325323710838953,2.43331964669172,2.432335158189138,2.4327869668928095
89,2.4327523549397787,2.433319889367579,2.4322766025861102,2.4327865849087
90,2.432629797856013,2.4333200520096256,2.432409914334615,2.432786144872279
91,2.4325638810793557,2.4333199075035163,2.4322120825449627,2.432786019200869
92,2.4326957215865455,2.4333199304759043,2.43214035431544,2.4327858062888574
93,2.4328048994143803,2.433319849592456,2.4319385528564452,2.432785723344221
94,2.432560474673907,2.4333195954200315,2.4321459929148355,2.4327858839548733
95,2.432648155093193,2.433319879740605,2.432018764813741,2.4327853894798244
96,2.4324282000462216,2.4333200031744306,2.432285181681315,2.4327854158449904
97,2.4326170394817987,2.4333198307281183,2.43225173552831,2.4327850468285903
98,2.4325757573048272,2.433320060434938,2.4321259260177612,2.4327850311971275
99,2.4326600710550945,2.4333200517580287,2.4319898804028828,2.4327851517287478
